Dataline,Play,ActSceneLine,PlayerLine,split,modern_line_v1,modern_line_final,method,annotator_id,reviewer_id,status,quality_score,confidence,context_window,reference_source,notes,last_updated_utc,row_type,ambiguity_flag,alignment_status,reject_reason
8493,Henry VI Part 2,4.2.14,magistrates.,train,magistrates.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"which is as much to say as, let the magistrates be || labouring men, and therefore should we be || magistrates. || Thou hast hit it, for there's no better sign of a || brave mind than a hard hand.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=14,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
8512,Henry VI Part 2,4.2.32,Silence!,train,Silence!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"the spirit of putting down kings and princes, || --Command silence. || Silence! || My father was a Mortimer,-- || bricklayer.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=32,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
8515,Henry VI Part 2,4.2.35,bricklayer.,train,bricklayer.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Silence! || My father was a Mortimer,-- || bricklayer. || My mother a Plantagenet,-- || My wife descended of the Lacies,--",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=35,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
8568,Henry VI Part 2,4.2.87,Emmanuel.,train,Emmanuel.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"honour, unless I find him guilty, he shall not die. || Come hither, sirrah, I must examine thee: what is thy name? || Emmanuel. || They use to write it on the top of letters: 'twill || go hard with you.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=87,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
8610,Henry VI Part 2,4.2.124,"Marry, this: Edmund Mortimer, Earl of March.",train,"Marry, this: Edmund Mortimer, Earl of March.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And Adam was a gardener. || And what of that? || Marry, this: Edmund Mortimer, Earl of March. || Married the Duke of Clarence' daughter, did he not? || Ay, sir.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=124,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
8627,Henry VI Part 2,4.2.141,"Ay, marry, will we, therefore get ye gone.",train,"Ay, marry, will we, therefore get ye gone.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And will you credit this base drudge's words, || That speaks he knows not what? || Ay, marry, will we, therefore get ye gone. || Jack Cade, the Duke of York hath taught you this. || Go to, sirrah, tell the king from me, that, for his",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=141,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
8698,Henry VI Part 2,4.4.8,supplication?,train,supplication?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"But where's the body that I should embrace? || What answer makes your grace to the rebels' || supplication? || I'll send some holy bishop to entreat, || For God forbid so many simple souls",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=4|line=8,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
8784,Henry VI Part 2,4.6.12,Smithfield.,train,Smithfield.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Cade more: I think he hath a very fair warning. || My lord, there's an army gathered together in || Smithfield. || Come, then, let's go fight with them, but first, go || and set London bridge on fire, and, if you can, burn",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=6|line=12,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
8838,Henry VI Part 2,4.7.46,"Marry, thou oughtest not to let thy horse wear a",train,"Marry, you ought not to let your horse wear a",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"worthy to live. Thou dost ride in a foot-cloth, dost thou not? || What of that? || Marry, thou oughtest not to let thy horse wear a || cloak, when honester men than thou go in their hose || and doublets.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=7|line=46,fallback_mode=true | unresolved_lexicon:marry | applied=\bthou\b->you:1;\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
8881,Henry VI Part 2,4.7.89,Tell me wherein have I offended most?,train,Tell me wherein have I offended most?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"with you: I'll see if his head will stand steadier || on a pole, or no. Take him away, and behead him. || Tell me wherein have I offended most? || Have I affected wealth or honour? speak. || Are my chests fill'd up with extorted gold?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=7|line=89,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
8912,Henry VI Part 2,4.7.119,"Marry, presently.",train,"Marry, presently.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"My lord, when shall we go to Cheapside and take up || commodities upon our bills? || Marry, presently. || O, brave! || But is not this braver? Let them kiss one another,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=7|line=119,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
9178,Henry VI Part 2,5.1.32,"Buckingham, I prithee, pardon me,",train,"Buckingham, I prithee, pardon me,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"But I must make fair weather yet a while, || Till Henry be more weak and I more strong,-- || Buckingham, I prithee, pardon me, || That I have given no answer all this while, || My mind was troubled with deep melancholy.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=32,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
9654,Henry VI Part 3,1.1.126,Wherein my grandsire and my father sat?,train,Wherein my grandsire and my father sat?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"For he that interrupts him shall not live. || Think'st thou that I will leave my kingly throne, || Wherein my grandsire and my father sat? || No: first shall war unpeople this my realm, || Ay, and their colours, often borne in France,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=126,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
9932,Henry VI Part 3,1.3.34,Therefore--,train,Therefore--,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And till I root out their accursed line || And leave not one alive, I live in hell. || Therefore-- || O, let me pray before I take my death! || To thee I pray, sweet Clifford, pity me!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=34,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
10046,Henry VI Part 3,1.4.86,"I prithee, grieve, to make me merry, York.",train,"I prithee, grieve, to make me merry, York.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Alas poor York! but that I hate thee deadly, || I should lament thy miserable state. || I prithee, grieve, to make me merry, York. || What, hath thy fiery heart so parch'd thine entrails || That not a tear can fall for Rutland's death?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=86,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
10057,Henry VI Part 3,1.4.96,"Ay, marry, sir, now looks he like a king!",train,"Ay, marry, sir, now looks he like a king!",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"A crown for York! and, lords, bow low to him: || Hold you his hands, whilst I do set it on. || Ay, marry, sir, now looks he like a king! || Ay, this is he that took King Henry's chair, || And this is he was his adopted heir.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=96,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
10111,Henry VI Part 3,1.4.150,Frenchwoman.,train,Frenchwoman.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And every drop cries vengeance for his death, || 'Gainst thee, fell Clifford, and thee, false || Frenchwoman. || Beshrew me, but his passion moves me so || That hardly can I cheque my eyes from tears.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=150,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
10485,Henry VI Part 3,2.2.119,"I prithee, give no limits to my tongue:",train,"I prithee, give no limits to my tongue:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Have done with words, my lords, and hear me speak. || Defy them then, or else hold close thy lips. || I prithee, give no limits to my tongue: || I am a king, and privileged to speak. || My liege, the wound that bred this meeting here",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=2|line=119,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
10546,Henry VI Part 3,2.3.1,Yorkshire.,train,Yorkshire.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"No, wrangling woman, we'll no longer stay: || These words will cost ten thousand lives this day. || Yorkshire. || Forspent with toil, as runners with a race, || I lay me down a little while to breathe,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=3|line=1,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
10879,Henry VI Part 3,2.6.103,Wherein thy counsel and consent is wanting.,train,Wherein your counsel and consent is wanting.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"For in thy shoulder do I build my seat, || And never will I undertake the thing || Wherein thy counsel and consent is wanting. || Richard, I will create thee Duke of Gloucester, || And George, of Clarence: Warwick, as ourself,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=6|line=103,fallback_mode=true | unresolved_lexicon:wherein | applied=\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
11082,Henry VI Part 3,3.2.85,Therein thou wrong'st thy children mightily.,train,Therein you wrong'st your children mightily.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Why, then mine honesty shall be my dower, || For by that loss I will not purchase them. || Therein thou wrong'st thy children mightily. || Herein your highness wrongs both them and me. || But, mighty lord, this merry inclination",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=85,fallback_mode=true | unresolved_lexicon:therein | applied=\bthou\b->you:1;\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
11093,Henry VI Part 3,3.2.96,Christendom.,train,Christendom.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Then, no, my lord. My suit is at an end. || knits her brows. || Christendom. || Her words do show her wit incomparable, || All her perfections challenge sovereignty:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=96,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
11123,Henry VI Part 3,3.2.126,You'll think it strange if I should marry her.,train,You'll think it strange if I should marry her.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Brothers, you muse what chat we two have had. || The widow likes it not, for she looks very sad. || You'll think it strange if I should marry her. || To whom, my lord? || Why, Clarence, to myself.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=126,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
11618,Henry VI Part 3,4.1.117,friendship,train,friendship,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"But say, is Warwick friends with Margaret? || Ay, gracious sovereign, they are so link'd in || friendship || That young Prince Edward marries Warwick's daughter. || Belike the elder, Clarence will have the younger.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=117,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
11893,Henry VI Part 3,4.6.57,"Ay, therein Clarence shall not want his part.",train,"Ay, therein Clarence shall not want his part.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And all his lands and goods be confiscate. || What else? and that succession be determined. || Ay, therein Clarence shall not want his part. || But, with the first of all your chief affairs, || Let me entreat, for I command no more,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=6|line=57,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
